library,day_num,day_name,hour,opening_type,average_transactions
East Finchley,6,Sunday,11,closed,0.0
East Finchley,6,Sunday,12,closed,0.0
East Finchley,6,Sunday,13,closed,0.0
East Finchley,6,Sunday,14,closed,0.0
East Finchley,6,Sunday,15,closed,0.0
East Finchley,6,Sunday,16,closed,0.0
East Finchley,6,Sunday,17,closed,0.0
East Finchley,6,Sunday,18,closed,0.0
East Finchley,6,Sunday,19,closed,0.0
East Finchley,6,Sunday,20,closed,0.0
East Finchley,6,Sunday,21,closed,0.0
East Finchley,6,Sunday,22,closed,0.0
East Finchley,6,Sunday,23,closed,0.0
Edgware,0,Monday,0,closed,0.0
Edgware,0,Monday,1,closed,0.0
Edgware,0,Monday,2,closed,0.0
Edgware,0,Monday,3,closed,0.0
Edgware,0,Monday,4,closed,0.0
Edgware,0,Monday,5,closed,0.0
Edgware,0,Monday,6,closed,0.0
Edgware,0,Monday,7,SSO,6.047619047619048
Edgware,0,Monday,8,SSO,11.172413793103447
Edgware,0,Monday,9,staffed,36.483870967741936
Edgware,0,Monday,10,staffed,58.12121212121213
Edgware,0,Monday,11,staffed,69.06060606060606
Edgware,0,Monday,12,SSO,43.78787878787879
Edgware,0,Monday,13,SSO,36.9375
Edgware,0,Monday,14,SSO,47.48484848484848
Edgware,0,Monday,15,SSO,46.9375
Edgware,0,Monday,16,SSO,55.79411764705882
Edgware,0,Monday,17,SSO,27.84375
Edgware,0,Monday,18,SSO,22.448275862068964
Edgware,0,Monday,19,SSO,18.363636363636363
Edgware,0,Monday,20,SSO,11.833333333333336
Edgware,0,Monday,21,SSO,9.863636363636363
Edgware,0,Monday,22,closed,0.0
Edgware,0,Monday,23,closed,0.0
Edgware,1,Tuesday,0,closed,0.0
Edgware,1,Tuesday,1,closed,0.0
Edgware,1,Tuesday,2,closed,0.0
Edgware,1,Tuesday,3,closed,0.0
Edgware,1,Tuesday,4,closed,0.0
Edgware,1,Tuesday,5,closed,0.0
Edgware,1,Tuesday,6,closed,0.0
Edgware,1,Tuesday,7,SSO,6.043478260869565
Edgware,1,Tuesday,8,SSO,12.428571428571427
Edgware,1,Tuesday,9,SSO,32.375
Edgware,1,Tuesday,10,SSO,38.382352941176464
Edgware,1,Tuesday,11,SSO,49.58823529411765
Edgware,1,Tuesday,12,SSO,40.3235294117647
Edgware,1,Tuesday,13,SSO,33.36363636363637
Edgware,1,Tuesday,14,staffed,70.05882352941177
Edgware,1,Tuesday,15,staffed,60.58823529411765
Edgware,1,Tuesday,16,staffed,70.8529411764706
Edgware,1,Tuesday,17,SSO,28.176470588235286
Edgware,1,Tuesday,18,SSO,17.483870967741936
Edgware,1,Tuesday,19,SSO,20.666666666666668
Edgware,1,Tuesday,20,SSO,13.25925925925926
Edgware,1,Tuesday,21,SSO,14.565217391304348
Edgware,1,Tuesday,22,closed,0.0
Edgware,1,Tuesday,23,closed,0.0
Edgware,2,Wednesday,0,closed,0.0
Edgware,2,Wednesday,1,closed,0.0
Edgware,2,Wednesday,2,closed,0.0
Edgware,2,Wednesday,3,closed,0.0
Edgware,2,Wednesday,4,closed,0.0
Edgware,2,Wednesday,5,closed,0.0
Edgware,2,Wednesday,6,closed,0.0
Edgware,2,Wednesday,7,SSO,6.392857142857142
Edgware,2,Wednesday,8,SSO,15.172413793103447
Edgware,2,Wednesday,9,SSO,21.51515151515152
Edgware,2,Wednesday,10,SSO,26.205882352941174
Edgware,2,Wednesday,11,SSO,34.26470588235294
Edgware,2,Wednesday,12,SSO,32.55882352941177
Edgware,2,Wednesday,13,SSO,22.181818181818183
Edgware,2,Wednesday,14,SSO,26.5
Edgware,2,Wednesday,15,SSO,37.058823529411775
Edgware,2,Wednesday,16,SSO,37.1764705882353
Edgware,2,Wednesday,17,SSO,24.03333333333333
Edgware,2,Wednesday,18,SSO,24.214285714285715
Edgware,2,Wednesday,19,SSO,15.275862068965518
Edgware,2,Wednesday,20,SSO,16.310344827586206
Edgware,2,Wednesday,21,SSO,8.8
Edgware,2,Wednesday,22,closed,0.0
Edgware,2,Wednesday,23,closed,0.0
Edgware,3,Thursday,0,closed,0.0
Edgware,3,Thursday,1,closed,0.0
Edgware,3,Thursday,2,closed,0.0
Edgware,3,Thursday,3,closed,0.0
Edgware,3,Thursday,4,closed,0.0
Edgware,3,Thursday,5,closed,0.0
Edgware,3,Thursday,6,closed,0.0
Edgware,3,Thursday,7,SSO,9.73913043478261
Edgware,3,Thursday,8,SSO,14.666666666666664
Edgware,3,Thursday,9,SSO,43.29411764705883
Edgware,3,Thursday,10,SSO,42.441176470588225
Edgware,3,Thursday,11,SSO,38.79411764705883
Edgware,3,Thursday,12,SSO,38.3235294117647
Edgware,3,Thursday,13,SSO,37.352941176470594
Edgware,3,Thursday,14,staffed,64.70588235294117
Edgware,3,Thursday,15,staffed,64.38235294117646
Edgware,3,Thursday,16,staffed,68.02941176470588
Edgware,3,Thursday,17,staffed,60.29411764705882
Edgware,3,Thursday,18,staffed,43.529411764705884
Edgware,3,Thursday,19,staffed,35.76470588235294
Edgware,3,Thursday,20,SSO,17.2
Edgware,3,Thursday,21,SSO,19.26923076923077
Edgware,3,Thursday,22,closed,0.0
Edgware,3,Thursday,23,closed,0.0
Edgware,4,Friday,0,closed,0.0
Edgware,4,Friday,1,closed,0.0
Edgware,4,Friday,2,closed,0.0
Edgware,4,Friday,3,closed,0.0
Edgware,4,Friday,4,closed,0.0
Edgware,4,Friday,5,closed,0.0
Edgware,4,Friday,6,closed,0.0
Edgware,4,Friday,7,SSO,11.375
Edgware,4,Friday,8,SSO,22.90625
Edgware,4,Friday,9,SSO,31.058823529411764
Edgware,4,Friday,10,SSO,38.17142857142857
Edgware,4,Friday,11,SSO,41.68571428571428
Edgware,4,Friday,12,SSO,50.411764705882355
Edgware,4,Friday,13,SSO,44.29411764705883
Edgware,4,Friday,14,SSO,52.38235294117647
Edgware,4,Friday,15,SSO,70.0
Edgware,4,Friday,16,SSO,78.79411764705883
Edgware,4,Friday,17,SSO,35.885714285714286
Edgware,4,Friday,18,SSO,20.633333333333333
Edgware,4,Friday,19,SSO,14.75
Edgware,4,Friday,20,SSO,7.045454545454546
Edgware,4,Friday,21,SSO,7.333333333333332
Edgware,4,Friday,22,closed,0.0
Edgware,4,Friday,23,closed,0.0
Edgware,5,Saturday,0,closed,0.0
Edgware,5,Saturday,1,closed,0.0
Edgware,5,Saturday,2,closed,0.0
Edgware,5,Saturday,3,closed,0.0
Edgware,5,Saturday,4,closed,0.0
Edgware,5,Saturday,5,closed,0.0
Edgware,5,Saturday,6,closed,0.0
Edgware,5,Saturday,7,SSO,5.153846153846153
Edgware,5,Saturday,8,SSO,13.45
Edgware,5,Saturday,9,staffed,29.742857142857147
Edgware,5,Saturday,10,staffed,53.02857142857143
Edgware,5,Saturday,11,staffed,58.31428571428572
Edgware,5,Saturday,12,staffed,52.6
Edgware,5,Saturday,13,staffed,35.714285714285715
Edgware,5,Saturday,14,staffed,40.37142857142858
Edgware,5,Saturday,15,staffed,47.14285714285714
Edgware,5,Saturday,16,staffed,46.25714285714286
Edgware,5,Saturday,17,closed,0.0
Edgware,5,Saturday,18,closed,0.0
Edgware,5,Saturday,19,closed,0.0
Edgware,5,Saturday,20,closed,0.0
Edgware,5,Saturday,21,closed,0.0
Edgware,5,Saturday,22,closed,0.0
Edgware,5,Saturday,23,closed,0.0
Edgware,6,Sunday,0,closed,0.0
Edgware,6,Sunday,1,closed,0.0
Edgware,6,Sunday,2,closed,0.0
Edgware,6,Sunday,3,closed,0.0
Edgware,6,Sunday,4,closed,0.0
Edgware,6,Sunday,5,closed,0.0
Edgware,6,Sunday,6,closed,0.0
Edgware,6,Sunday,7,closed,0.0
Edgware,6,Sunday,8,closed,0.0
Edgware,6,Sunday,9,closed,0.0
Edgware,6,Sunday,10,SSO,38.970588235294116
Edgware,6,Sunday,11,SSO,45.441176470588225
Edgware,6,Sunday,12,SSO,43.771428571428565
Edgware,6,Sunday,13,SSO,41.5
Edgware,6,Sunday,14,staffed,91.38235294117645
Edgware,6,Sunday,15,staffed,100.17647058823529
Edgware,6,Sunday,16,staffed,93.17142857142859
Edgware,6,Sunday,17,closed,0.0
Edgware,6,Sunday,18,closed,0.0
Edgware,6,Sunday,19,closed,0.0
Edgware,6,Sunday,20,closed,0.0
Edgware,6,Sunday,21,closed,0.0
Edgware,6,Sunday,22,closed,0.0
Edgware,6,Sunday,23,closed,0.0
Finchley Church End,0,Monday,0,closed,0.0
Finchley Church End,0,Monday,1,closed,0.0
Finchley Church End,0,Monday,2,closed,0.0
Finchley Church End,0,Monday,3,closed,0.0
Finchley Church End,0,Monday,4,closed,0.0
Finchley Church End,0,Monday,5,closed,0.0
Finchley Church End,0,Monday,6,closed,0.0
Finchley Church End,0,Monday,7,SSO,9.892857142857142
Finchley Church End,0,Monday,8,SSO,14.09375
Finchley Church End,0,Monday,9,SSO,42.30303030303031
Finchley Church End,0,Monday,10,SSO,43.06060606060606
Finchley Church End,0,Monday,11,SSO,55.15625
Finchley Church End,0,Monday,12,SSO,43.60606060606061
Finchley Church End,0,Monday,13,SSO,43.375
Finchley Church End,0,Monday,14,staffed,72.24242424242425
Finchley Church End,0,Monday,15,staffed,83.73529411764707
Finchley Church End,0,Monday,16,staffed,93.9375
Finchley Church End,0,Monday,17,staffed,49.4375
Finchley Church End,0,Monday,18,staffed,49.903225806451616
Finchley Church End,0,Monday,19,staffed,44.352941176470594
Finchley Church End,0,Monday,20,SSO,11.965517241379311
Finchley Church End,0,Monday,21,SSO,11.137931034482758
Finchley Church End,0,Monday,22,closed,0.0
Finchley Church End,0,Monday,23,closed,0.0
Finchley Church End,1,Tuesday,0,closed,0.0
Finchley Church End,1,Tuesday,1,closed,0.0
Finchley Church End,1,Tuesday,2,closed,0.0
Finchley Church End,1,Tuesday,3,closed,0.0
Finchley Church End,1,Tuesday,4,closed,0.0
Finchley Church End,1,Tuesday,5,closed,0.0
Finchley Church End,1,Tuesday,6,closed,0.0
Finchley Church End,1,Tuesday,7,SSO,7.538461538461537
Finchley Church End,1,Tuesday,8,SSO,14.272727272727273
Finchley Church End,1,Tuesday,9,SSO,41.8235294117647
Finchley Church End,1,Tuesday,10,SSO,52.5
Finchley Church End,1,Tuesday,11,SSO,50.20588235294117
Finchley Church End,1,Tuesday,12,SSO,49.82352941176471
Finchley Church End,1,Tuesday,13,SSO,30.78787878787879
Finchley Church End,1,Tuesday,14,SSO,33.323529411764696
Finchley Church End,1,Tuesday,15,SSO,37.52941176470589
Finchley Church End,1,Tuesday,16,SSO,38.970588235294116
Finchley Church End,1,Tuesday,17,SSO,23.63636363636364
Finchley Church End,1,Tuesday,18,SSO,25.78787878787879
Finchley Church End,1,Tuesday,19,SSO,19.677419354838708
Finchley Church End,1,Tuesday,20,SSO,12.866666666666667
Finchley Church End,1,Tuesday,21,SSO,11.785714285714285
Finchley Church End,1,Tuesday,22,closed,0.0
Finchley Church End,1,Tuesday,23,closed,0.0
Finchley Church End,2,Wednesday,0,closed,0.0
Finchley Church End,2,Wednesday,1,closed,0.0
Finchley Church End,2,Wednesday,2,closed,0.0
Finchley Church End,2,Wednesday,3,closed,0.0
Finchley Church End,2,Wednesday,4,closed,0.0
Finchley Church End,2,Wednesday,5,closed,0.0
Finchley Church End,2,Wednesday,6,closed,0.0
Finchley Church End,2,Wednesday,7,SSO,6.481481481481483
Finchley Church End,2,Wednesday,8,SSO,12.393939393939394
Finchley Church End,2,Wednesday,9,SSO,48.87878787878788
Finchley Church End,2,Wednesday,10,SSO,43.441176470588225
Finchley Church End,2,Wednesday,11,SSO,47.0
Finchley Church End,2,Wednesday,12,SSO,33.81818181818182
Finchley Church End,2,Wednesday,13,SSO,36.57575757575758
Finchley Church End,2,Wednesday,14,staffed,63.20588235294117
Finchley Church End,2,Wednesday,15,staffed,71.11764705882355
Finchley Church End,2,Wednesday,16,staffed,77.0
Finchley Church End,2,Wednesday,17,SSO,31.96969696969697
Finchley Church End,2,Wednesday,18,SSO,19.21875
Finchley Church End,2,Wednesday,19,SSO,16.1
Finchley Church End,2,Wednesday,20,SSO,12.59375
Finchley Church End,2,Wednesday,21,SSO,8.592592592592592
Finchley Church End,2,Wednesday,22,closed,0.0
Finchley Church End,2,Wednesday,23,closed,0.0
Finchley Church End,3,Thursday,0,closed,0.0
Finchley Church End,3,Thursday,1,closed,0.0
Finchley Church End,3,Thursday,2,closed,0.0
Finchley Church End,3,Thursday,3,closed,0.0
Finchley Church End,3,Thursday,4,closed,0.0
Finchley Church End,3,Thursday,5,closed,0.0
Finchley Church End,3,Thursday,6,closed,0.0
Finchley Church End,3,Thursday,7,SSO,6.0344827586206895
Finchley Church End,3,Thursday,8,SSO,12.06451612903226
Finchley Church End,3,Thursday,9,SSO,33.529411764705884
Finchley Church End,3,Thursday,10,SSO,46.79411764705882
Finchley Church End,3,Thursday,11,SSO,43.61764705882353
Finchley Church End,3,Thursday,12,SSO,40.382352941176464
Finchley Church End,3,Thursday,13,SSO,38.441176470588225
Finchley Church End,3,Thursday,14,SSO,27.823529411764714
Finchley Church End,3,Thursday,15,SSO,36.941176470588225
Finchley Church End,3,Thursday,16,SSO,33.97058823529412
Finchley Church End,3,Thursday,17,SSO,26.764705882352942
Finchley Church End,3,Thursday,18,SSO,20.794117647058822
Finchley Church End,3,Thursday,19,SSO,15.21875
Finchley Church End,3,Thursday,20,SSO,11.393939393939394
Finchley Church End,3,Thursday,21,SSO,11.20689655172414
Finchley Church End,3,Thursday,22,closed,0.0
Finchley Church End,3,Thursday,23,closed,0.0
Finchley Church End,4,Friday,0,closed,0.0
Finchley Church End,4,Friday,1,closed,0.0
Finchley Church End,4,Friday,2,closed,0.0
Finchley Church End,4,Friday,3,closed,0.0
Finchley Church End,4,Friday,4,closed,0.0
Finchley Church End,4,Friday,5,closed,0.0
Finchley Church End,4,Friday,6,closed,0.0
Finchley Church End,4,Friday,7,SSO,7.96
Finchley Church End,4,Friday,8,SSO,9.727272727272727
Finchley Church End,4,Friday,9,staffed,74.55882352941177
Finchley Church End,4,Friday,10,staffed,82.85714285714286
Finchley Church End,4,Friday,11,staffed,71.88235294117645
Finchley Church End,4,Friday,12,SSO,47.74285714285714
Finchley Church End,4,Friday,13,SSO,28.57142857142857
Finchley Church End,4,Friday,14,SSO,37.8235294117647
Finchley Church End,4,Friday,15,SSO,47.764705882352935
Finchley Church End,4,Friday,16,SSO,46.85714285714285
Finchley Church End,4,Friday,17,SSO,29.85294117647059
Finchley Church End,4,Friday,18,SSO,20.032258064516128
Finchley Church End,4,Friday,19,SSO,9.225806451612904
Finchley Church End,4,Friday,20,SSO,7.9655172413793105
Finchley Church End,4,Friday,21,SSO,7.52
Finchley Church End,4,Friday,22,closed,0.0
Finchley Church End,4,Friday,23,closed,0.0
Finchley Church End,5,Saturday,0,closed,0.0
Finchley Church End,5,Saturday,1,closed,0.0
Finchley Church End,5,Saturday,2,closed,0.0
Finchley Church End,5,Saturday,3,closed,0.0
Finchley Church End,5,Saturday,4,closed,0.0
Finchley Church End,5,Saturday,5,closed,0.0
Finchley Church End,5,Saturday,6,closed,0.0
Finchley Church End,5,Saturday,7,SSO,8.619047619047619
Finchley Church End,5,Saturday,8,SSO,10.827586206896553
Finchley Church End,5,Saturday,9,staffed,41.714285714285715
Finchley Church End,5,Saturday,10,staffed,75.48571428571428
Finchley Church End,5,Saturday,11,staffed,91.11428571428571
Finchley Church End,5,Saturday,12,staffed,76.97142857142858
Finchley Church End,5,Saturday,13,staffed,58.74285714285714
Finchley Church End,5,Saturday,14,staffed,86.31428571428572
Finchley Church End,5,Saturday,15,staffed,83.4
Finchley Church End,5,Saturday,16,staffed,83.74285714285716
Finchley Church End,5,Saturday,17,closed,0.0
Finchley Church End,5,Saturday,18,closed,0.0
Finchley Church End,5,Saturday,19,closed,0.0
Finchley Church End,5,Saturday,20,closed,0.0
Finchley Church End,5,Saturday,21,closed,0.0
Finchley Church End,5,Saturday,22,closed,0.0
Finchley Church End,5,Saturday,23,closed,0.0
Finchley Church End,6,Sunday,0,closed,0.0
Finchley Church End,6,Sunday,1,closed,0.0
Finchley Church End,6,Sunday,2,closed,0.0
Finchley Church End,6,Sunday,3,closed,0.0
Finchley Church End,6,Sunday,4,closed,0.0
Finchley Church End,6,Sunday,5,closed,0.0
Finchley Church End,6,Sunday,6,closed,0.0
Finchley Church End,6,Sunday,7,closed,0.0
Finchley Church End,6,Sunday,8,closed,0.0
Finchley Church End,6,Sunday,9,closed,0.0
Finchley Church End,6,Sunday,10,SSO,50.371428571428574
Finchley Church End,6,Sunday,11,SSO,65.35294117647061
Finchley Church End,6,Sunday,12,SSO,52.11764705882353
Finchley Church End,6,Sunday,13,SSO,52.85714285714285
Finchley Church End,6,Sunday,14,staffed,143.58823529411762
Finchley Church End,6,Sunday,15,staffed,132.85294117647058
Finchley Church End,6,Sunday,16,staffed,123.11428571428571
Finchley Church End,6,Sunday,17,closed,0.0
Finchley Church End,6,Sunday,18,closed,0.0
Finchley Church End,6,Sunday,19,closed,0.0
Finchley Church End,6,Sunday,20,closed,0.0
Finchley Church End,6,Sunday,21,closed,0.0
Finchley Church End,6,Sunday,22,closed,0.0
Finchley Church End,6,Sunday,23,closed,0.0
Golders Green,0,Monday,0,closed,0.0
Golders Green,0,Monday,1,closed,0.0
Golders Green,0,Monday,2,closed,0.0
Golders Green,0,Monday,3,closed,0.0
Golders Green,0,Monday,4,closed,0.0
Golders Green,0,Monday,5,closed,0.0
Golders Green,0,Monday,6,closed,0.0
Golders Green,0,Monday,7,closed,0.0
Golders Green,0,Monday,8,SSO,5.88
Golders Green,0,Monday,9,SSO,19.88
Golders Green,0,Monday,10,SSO,21.63333333333333
Golders Green,0,Monday,11,SSO,23.73333333333333
Golders Green,0,Monday,12,SSO,23.53333333333333
Golders Green,0,Monday,13,SSO,19.78125
Golders Green,0,Monday,14,SSO,27.6875
Golders Green,0,Monday,15,SSO,25.25
Golders Green,0,Monday,16,SSO,27.37931034482759
Golders Green,0,Monday,17,SSO,20.107142857142858
Golders Green,0,Monday,18,SSO,23.48148148148148
Golders Green,0,Monday,19,SSO,16.137931034482758
Golders Green,0,Monday,20,closed,0.0
Golders Green,0,Monday,21,closed,0.0
Golders Green,0,Monday,22,closed,0.0
Golders Green,0,Monday,23,closed,0.0
Golders Green,1,Tuesday,0,closed,0.0
Golders Green,1,Tuesday,1,closed,0.0
Golders Green,1,Tuesday,2,closed,0.0
Golders Green,1,Tuesday,3,closed,0.0
Golders Green,1,Tuesday,4,closed,0.0
Golders Green,1,Tuesday,5,closed,0.0
Golders Green,1,Tuesday,6,closed,0.0
Golders Green,1,Tuesday,7,closed,0.0
Golders Green,1,Tuesday,8,SSO,7.136363636363638
Golders Green,1,Tuesday,9,SSO,17.363636363636363
Golders Green,1,Tuesday,10,SSO,23.823529411764714
Golders Green,1,Tuesday,11,SSO,22.84848484848485
Golders Green,1,Tuesday,12,SSO,22.44117647058824
Golders Green,1,Tuesday,13,SSO,25.29032258064516
Golders Green,1,Tuesday,14,staffed,74.3529411764706
Golders Green,1,Tuesday,15,staffed,64.76470588235293
Golders Green,1,Tuesday,16,staffed,63.33333333333334
Golders Green,1,Tuesday,17,SSO,36.903225806451616
Golders Green,1,Tuesday,18,SSO,16.357142857142858
Golders Green,1,Tuesday,19,SSO,16.137931034482758
Golders Green,1,Tuesday,20,closed,0.0
Golders Green,1,Tuesday,21,closed,0.0
Golders Green,1,Tuesday,22,closed,0.0
Golders Green,1,Tuesday,23,closed,0.0
Golders Green,2,Wednesday,0,closed,0.0
Golders Green,2,Wednesday,1,closed,0.0
Golders Green,2,Wednesday,2,closed,0.0
Golders Green,2,Wednesday,3,closed,0.0
Golders Green,2,Wednesday,4,closed,0.0
Golders Green,2,Wednesday,5,closed,0.0
Golders Green,2,Wednesday,6,closed,0.0
Golders Green,2,Wednesday,7,closed,0.0
Golders Green,2,Wednesday,8,SSO,5.789473684210527
Golders Green,2,Wednesday,9,SSO,12.379310344827585
Golders Green,2,Wednesday,10,SSO,19.575757575757574
Golders Green,2,Wednesday,11,SSO,19.806451612903224
Golders Green,2,Wednesday,12,SSO,18.4375
Golders Green,2,Wednesday,13,SSO,15.290322580645164
Golders Green,2,Wednesday,14,SSO,19.61290322580645
Golders Green,2,Wednesday,15,SSO,21.903225806451612
Golders Green,2,Wednesday,16,SSO,26.060606060606066
Golders Green,2,Wednesday,17,SSO,19.516129032258068
Golders Green,2,Wednesday,18,SSO,15.266666666666667
Golders Green,2,Wednesday,19,SSO,14.806451612903226
Golders Green,2,Wednesday,20,closed,0.0
Golders Green,2,Wednesday,21,closed,0.0
Golders Green,2,Wednesday,22,closed,0.0
Golders Green,2,Wednesday,23,closed,0.0
Golders Green,3,Thursday,0,closed,0.0
Golders Green,3,Thursday,1,closed,0.0
Golders Green,3,Thursday,2,closed,0.0
Golders Green,3,Thursday,3,closed,0.0
Golders Green,3,Thursday,4,closed,0.0
Golders Green,3,Thursday,5,closed,0.0
Golders Green,3,Thursday,6,closed,0.0
Golders Green,3,Thursday,7,closed,0.0
Golders Green,3,Thursday,8,SSO,6.0
Golders Green,3,Thursday,9,SSO,20.75
Golders Green,3,Thursday,10,SSO,18.818181818181817
Golders Green,3,Thursday,11,SSO,17.264705882352942
Golders Green,3,Thursday,12,SSO,20.90625
Golders Green,3,Thursday,13,SSO,15.06060606060606
Golders Green,3,Thursday,14,staffed,52.058823529411775
Golders Green,3,Thursday,15,staffed,59.558823529411775
Golders Green,3,Thursday,16,staffed,68.44117647058823
Golders Green,3,Thursday,17,staffed,62.67647058823529
Golders Green,3,Thursday,18,staffed,58.735294117647065
Golders Green,3,Thursday,19,staffed,47.911764705882355
Golders Green,3,Thursday,20,closed,0.0
Golders Green,3,Thursday,21,closed,0.0
Golders Green,3,Thursday,22,closed,0.0
Golders Green,3,Thursday,23,closed,0.0
Golders Green,4,Friday,0,closed,0.0
Golders Green,4,Friday,1,closed,0.0
Golders Green,4,Friday,2,closed,0.0
Golders Green,4,Friday,3,closed,0.0
Golders Green,4,Friday,4,closed,0.0
Golders Green,4,Friday,5,closed,0.0
Golders Green,4,Friday,6,closed,0.0
Golders Green,4,Friday,7,closed,0.0
Golders Green,4,Friday,8,SSO,9.772727272727273
Golders Green,4,Friday,9,staffed,34.15151515151515
Golders Green,4,Friday,10,staffed,51.93939393939394
Golders Green,4,Friday,11,staffed,54.78787878787879
Golders Green,4,Friday,12,SSO,47.32352941176471
Golders Green,4,Friday,13,SSO,50.59375
Golders Green,4,Friday,14,SSO,59.93939393939394
Golders Green,4,Friday,15,SSO,57.558823529411775
Golders Green,4,Friday,16,SSO,103.0
Golders Green,4,Friday,17,SSO,35.84848484848485
Golders Green,4,Friday,18,SSO,13.038461538461537
Golders Green,4,Friday,19,SSO,10.526315789473683
Golders Green,4,Friday,20,closed,0.0
Golders Green,4,Friday,21,closed,0.0
Golders Green,4,Friday,22,closed,0.0
Golders Green,4,Friday,23,closed,0.0
Golders Green,5,Saturday,0,closed,0.0
Golders Green,5,Saturday,1,closed,0.0
Golders Green,5,Saturday,2,closed,0.0
Golders Green,5,Saturday,3,closed,0.0
Golders Green,5,Saturday,4,closed,0.0
Golders Green,5,Saturday,5,closed,0.0
Golders Green,5,Saturday,6,closed,0.0
Golders Green,5,Saturday,7,closed,0.0
Golders Green,5,Saturday,8,closed,0.0
Golders Green,5,Saturday,9,closed,0.0
Golders Green,5,Saturday,10,closed,0.0
Golders Green,5,Saturday,11,SSO,13.034482758620689
Golders Green,5,Saturday,12,SSO,9.4
Golders Green,5,Saturday,13,SSO,13.5
Golders Green,5,Saturday,14,SSO,8.357142857142858
Golders Green,5,Saturday,15,SSO,10.225806451612904
Golders Green,5,Saturday,16,SSO,12.0
Golders Green,5,Saturday,17,closed,0.0
Golders Green,5,Saturday,18,closed,0.0
Golders Green,5,Saturday,19,closed,0.0
Golders Green,5,Saturday,20,closed,0.0
Golders Green,5,Saturday,21,closed,0.0
Golders Green,5,Saturday,22,closed,0.0
Golders Green,5,Saturday,23,closed,0.0
Golders Green,6,Sunday,0,closed,0.0
Golders Green,6,Sunday,1,closed,0.0
Golders Green,6,Sunday,2,closed,0.0
Golders Green,6,Sunday,3,closed,0.0
Golders Green,6,Sunday,4,closed,0.0
Golders Green,6,Sunday,5,closed,0.0
Golders Green,6,Sunday,6,closed,0.0
Golders Green,6,Sunday,7,closed,0.0
Golders Green,6,Sunday,8,closed,0.0
Golders Green,6,Sunday,9,closed,0.0
Golders Green,6,Sunday,10,closed,0.0
Golders Green,6,Sunday,11,closed,0.0
Golders Green,6,Sunday,12,closed,0.0
Golders Green,6,Sunday,13,closed,0.0
Golders Green,6,Sunday,14,staffed,123.84848484848484
Golders Green,6,Sunday,15,staffed,155.52941176470586
Golders Green,6,Sunday,16,staffed,148.8181818181818
Golders Green,6,Sunday,17,closed,0.0
Golders Green,6,Sunday,18,closed,0.0
Golders Green,6,Sunday,19,closed,0.0
Golders Green,6,Sunday,20,closed,0.0
Golders Green,6,Sunday,21,closed,0.0
Golders Green,6,Sunday,22,closed,0.0
Golders Green,6,Sunday,23,closed,0.0
Hendon,0,Monday,0,closed,0.0
Hendon,0,Monday,1,closed,0.0
Hendon,0,Monday,2,closed,0.0
Hendon,0,Monday,3,closed,0.0
Hendon,0,Monday,4,closed,0.0
Hendon,0,Monday,5,closed,0.0
Hendon,0,Monday,6,closed,0.0
Hendon,0,Monday,7,closed,0.0
Hendon,0,Monday,8,SSO,14.12
Hendon,0,Monday,9,SSO,29.09375
Hendon,0,Monday,10,SSO,20.733333333333334
Hendon,0,Monday,11,SSO,26.41935483870968
Hendon,0,Monday,12,SSO,27.12121212121212
Hendon,0,Monday,13,SSO,20.90625
Hendon,0,Monday,14,SSO,18.310344827586206
Hendon,0,Monday,15,SSO,29.75757575757576
Hendon,0,Monday,16,SSO,36.96666666666667
Hendon,0,Monday,17,SSO,20.241379310344826
Hendon,0,Monday,18,SSO,15.25
Hendon,0,Monday,19,SSO,17.0
Hendon,0,Monday,20,closed,0.0
Hendon,0,Monday,21,closed,0.0
Hendon,0,Monday,22,closed,0.0
Hendon,0,Monday,23,closed,0.0
Hendon,1,Tuesday,0,closed,0.0
Hendon,1,Tuesday,1,closed,0.0
Hendon,1,Tuesday,2,closed,0.0
Hendon,1,Tuesday,3,closed,0.0
Hendon,1,Tuesday,4,closed,0.0
Hendon,1,Tuesday,5,closed,0.0
Hendon,1,Tuesday,6,closed,0.0
Hendon,1,Tuesday,7,closed,0.0
Hendon,1,Tuesday,8,SSO,8.846153846153848
Hendon,1,Tuesday,9,staffed,31.303030303030305
Hendon,1,Tuesday,10,staffed,21.38235294117647
Hendon,1,Tuesday,11,staffed,35.72727272727273
Hendon,1,Tuesday,12,SSO,28.14705882352941
Hendon,1,Tuesday,13,SSO,12.93939393939394
Hendon,1,Tuesday,14,SSO,22.57575757575757
Hendon,1,Tuesday,15,SSO,21.12121212121212
Hendon,1,Tuesday,16,SSO,23.64705882352941
Hendon,1,Tuesday,17,SSO,18.03030303030303
Hendon,1,Tuesday,18,SSO,22.09375
Hendon,1,Tuesday,19,SSO,9.307692307692307
Hendon,1,Tuesday,20,closed,0.0
Hendon,1,Tuesday,21,closed,0.0
Hendon,1,Tuesday,22,closed,0.0
Hendon,1,Tuesday,23,closed,0.0
Hendon,2,Wednesday,0,closed,0.0
Hendon,2,Wednesday,1,closed,0.0
Hendon,2,Wednesday,2,closed,0.0
Hendon,2,Wednesday,3,closed,0.0
Hendon,2,Wednesday,4,closed,0.0
Hendon,2,Wednesday,5,closed,0.0
Hendon,2,Wednesday,6,closed,0.0
Hendon,2,Wednesday,7,closed,0.0
Hendon,2,Wednesday,8,SSO,12.178571428571427
